"phrase","id","phoneme","stress","type","inherent_ms","before_floor_ms","after_floor_ms","before_ms","after_ms","delta_ms","source","rules"
"They bathed the smooth leather.","segment_11","DH","","fricative","70","42","42","60","60","0","{""source"":""DH"",""minimum_ms"":30,""inherent_ms"":50,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis""]}","inventory_materialization; non_word_initial_consonant_shortening; cluster_shortening; pre_boundary_lengthening; duration_cap; fricative_minimum_duration; duration_floor_default"
"They bathed the smooth leather.","segment_12","L","","liquid","80","48","40","81","82","1","{""source"":""LL"",""minimum_ms"":40,""inherent_ms"":80,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis""]}","inventory_materialization; word_initial_lengthening; cluster_shortening; duration_cap; duration_floor_default"
"They bathed the smooth leather.","segment_13","EH","1","vowel","120","50.4","56","148","145","-3","{""source"":""EH"",""minimum_ms"":70,""inherent_ms"":150,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis""]}","inventory_materialization; stress_duration; accent_vowel_lengthening; polysyllabic_shortening; vowel_shortening; duration_cap; duration_floor_default"
"They bathed the smooth leather.","segment_14","DH","","fricative","70","42","42","60","60","0","{""source"":""DH"",""minimum_ms"":30,""inherent_ms"":50,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis""]}","inventory_materialization; non_word_initial_consonant_shortening; word_medial_consonant_shortening; cluster_shortening; duration_cap; fricative_minimum_duration; duration_floor_default"
"They bathed the smooth leather.","segment_15:expand_rhotic_vowels:0","ER","0","vowel","42","17.64","9.333333333333334","130","130","0","{""source"":""ER"",""minimum_ms"":80,""inherent_ms"":180,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis""]}","expand_rhotic_vowels; expand_rhotic_vowels; stress_duration; accent_vowel_lengthening; polysyllabic_shortening; vowel_shortening; pre_boundary_lengthening; duration_cap; hertz_nucleus_timing; duration_floor_default"
"They bathed the smooth leather.","segment_15:expand_rhotic_vowels:1","R","0","liquid","28","30","30","30","30","0","{""source"":""RR"",""minimum_ms"":30,""inherent_ms"":80,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis""]}","expand_rhotic_vowels; expand_rhotic_vowels; non_word_initial_consonant_shortening; unstressed_consonant_shortening; cluster_shortening; pre_boundary_lengthening; duration_cap; duration_floor_default"
"They bathed the smooth leather.","segment_16","SIL","","silence","100","60","0","300","300","0","{""source"":""uncompressed"",""minimum_ms"":0,""inherent_ms"":1,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis"",""Engineering policy: silence and generated release/aspiration use explicit timing and timeline safety floors""]}","inventory_materialization; punctuation_pause; duration_floor_default"
"S, f, sh, th, z, v, zh, dh.","segment_0","S","","fricative","100","60","57.142857142857146","102","103","1","{""source"":""SS"",""minimum_ms"":60,""inherent_ms"":105,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis""]}","inventory_materialization; word_initial_lengthening; cluster_shortening; duration_cap; fricative_minimum_duration; duration_floor_default"
"S, f, sh, th, z, v, zh, dh.","segment_1","SIL","","silence","100","60","0","150","150","0","{""source"":""uncompressed"",""minimum_ms"":0,""inherent_ms"":1,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis"",""Engineering policy: silence and generated release/aspiration use explicit timing and timeline safety floors""]}","inventory_materialization; punctuation_pause; duration_floor_default"
"S, f, sh, th, z, v, zh, dh.","segment_2","F","","fricative","90","54","72","92","91","-1","{""source"":""FF"",""minimum_ms"":80,""inherent_ms"":100,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis""]}","inventory_materialization; word_initial_lengthening; cluster_shortening; duration_cap; fricative_minimum_duration; duration_floor_default"
"S, f, sh, th, z, v, zh, dh.","segment_3","SIL","","silence","100","60","0","150","150","0","{""source"":""uncompressed"",""minimum_ms"":0,""inherent_ms"":1,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis"",""Engineering policy: silence and generated release/aspiration use explicit timing and timeline safety floors""]}","inventory_materialization; punctuation_pause; duration_floor_default"
"S, f, sh, th, z, v, zh, dh.","segment_4","SH","","fricative","100","60","76.19047619047619","102","102","0","{""source"":""SH"",""minimum_ms"":80,""inherent_ms"":105,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis""]}","inventory_materialization; word_initial_lengthening; cluster_shortening; duration_cap; fricative_minimum_duration; duration_floor_default"
"S, f, sh, th, z, v, zh, dh.","segment_5","SIL","","silence","100","60","0","150","150","0","{""source"":""uncompressed"",""minimum_ms"":0,""inherent_ms"":1,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis"",""Engineering policy: silence and generated release/aspiration use explicit timing and timeline safety floors""]}","inventory_materialization; punctuation_pause; duration_floor_default"
"S, f, sh, th, z, v, zh, dh.","segment_6","TH","","fricative","80","48","53.333333333333336","81","81","0","{""source"":""TH"",""minimum_ms"":60,""inherent_ms"":90,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis""]}","inventory_materialization; word_initial_lengthening; cluster_shortening; duration_cap; fricative_minimum_duration; duration_floor_default"
"S, f, sh, th, z, v, zh, dh.","segment_7","SIL","","silence","100","60","0","150","150","0","{""source"":""uncompressed"",""minimum_ms"":0,""inherent_ms"":1,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis"",""Engineering policy: silence and generated release/aspiration use explicit timing and timeline safety floors""]}","inventory_materialization; punctuation_pause; duration_floor_default"
"S, f, sh, th, z, v, zh, dh.","segment_8","Z","","fricative","90","54","48","92","92","0","{""source"":""ZZ"",""minimum_ms"":40,""inherent_ms"":75,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis""]}","inventory_materialization; word_initial_lengthening; cluster_shortening; duration_cap; fricative_minimum_duration; duration_floor_default"
"S, f, sh, th, z, v, zh, dh.","segment_9","SIL","","silence","100","60","0","150","150","0","{""source"":""uncompressed"",""minimum_ms"":0,""inherent_ms"":1,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis"",""Engineering policy: silence and generated release/aspiration use explicit timing and timeline safety floors""]}","inventory_materialization; punctuation_pause; duration_floor_default"
"S, f, sh, th, z, v, zh, dh.","segment_10","V","","fricative","80","48","53.333333333333336","81","81","0","{""source"":""VV"",""minimum_ms"":40,""inherent_ms"":60,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis""]}","inventory_materialization; word_initial_lengthening; cluster_shortening; duration_cap; fricative_minimum_duration; duration_floor_default"
"S, f, sh, th, z, v, zh, dh.","segment_11","SIL","","silence","100","60","0","150","150","0","{""source"":""uncompressed"",""minimum_ms"":0,""inherent_ms"":1,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis"",""Engineering policy: silence and generated release/aspiration use explicit timing and timeline safety floors""]}","inventory_materialization; punctuation_pause; duration_floor_default"
"S, f, sh, th, z, v, zh, dh.","segment_12","ZH","","fricative","90","54","51.42857142857143","92","92","0","{""source"":""ZH"",""minimum_ms"":40,""inherent_ms"":70,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis""]}","inventory_materialization; word_initial_lengthening; cluster_shortening; duration_cap; fricative_minimum_duration; duration_floor_default"
"S, f, sh, th, z, v, zh, dh.","segment_13","SIL","","silence","100","60","0","150","150","0","{""source"":""uncompressed"",""minimum_ms"":0,""inherent_ms"":1,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis"",""Engineering policy: silence and generated release/aspiration use explicit timing and timeline safety floors""]}","inventory_materialization; punctuation_pause; duration_floor_default"
"S, f, sh, th, z, v, zh, dh.","segment_14","DH","","fricative","70","42","42","72","72","0","{""source"":""DH"",""minimum_ms"":30,""inherent_ms"":50,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis""]}","inventory_materialization; word_initial_lengthening; cluster_shortening; duration_cap; fricative_minimum_duration; duration_floor_default"
"S, f, sh, th, z, v, zh, dh.","segment_15","SIL","","silence","100","60","0","300","300","0","{""source"":""uncompressed"",""minimum_ms"":0,""inherent_ms"":1,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis"",""Engineering policy: silence and generated release/aspiration use explicit timing and timeline safety floors""]}","inventory_materialization; punctuation_pause; duration_floor_default"
"Soft, safe, fuzzy, fussy, sassy, feisty, zesty, shifty.","segment_0","S","","fricative","100","60","57.142857142857146","102","103","1","{""source"":""SS"",""minimum_ms"":60,""inherent_ms"":105,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis""]}","inventory_materialization; word_initial_lengthening; cluster_shortening; duration_cap; fricative_minimum_duration; duration_floor_default"
"Soft, safe, fuzzy, fussy, sassy, feisty, zesty, shifty.","segment_1","AA","1","vowel","180","75.6","75","296","297","1","{""source"":""AA"",""minimum_ms"":100,""inherent_ms"":240,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis""]}","inventory_materialization; stress_duration; accent_vowel_lengthening; vowel_shortening; pre_boundary_lengthening; duration_cap; duration_floor_default"
"Soft, safe, fuzzy, fussy, sassy, feisty, zesty, shifty.","segment_2","F","","fricative","90","54","72","74","83","9","{""source"":""FF"",""minimum_ms"":80,""inherent_ms"":100,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis""]}","inventory_materialization; non_word_initial_consonant_shortening; word_medial_consonant_shortening; cluster_shortening; pre_boundary_lengthening; duration_cap; fricative_minimum_duration; duration_floor_default"
"Soft, safe, fuzzy, fussy, sassy, feisty, zesty, shifty.","segment_3:remap_stops_to_closures:0","T_CL","","stop_closure","50","30","33.333333333333336","39","41","2","{""source"":""TT"",""minimum_ms"":50,""inherent_ms"":75,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis""]}","remap_stops_to_closures; remap_stops_to_closures; non_word_initial_consonant_shortening; word_medial_consonant_shortening; cluster_shortening; duration_cap; duration_floor_default"
"Soft, safe, fuzzy, fussy, sassy, feisty, zesty, shifty.","segment_3:remap_stops_to_closures:0:insert_mapped_voiceless_release_and_aspiration:0","T_REL","","stop_release","15","0","0","15","15","0","{""source"":""uncompressed"",""minimum_ms"":0,""inherent_ms"":1,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis"",""Engineering policy: silence and generated release/aspiration use explicit timing and timeline safety floors""]}","insert_mapped_voiceless_release_and_aspiration; insert_mapped_voiceless_release_and_aspiration; cluster_shortening; duration_cap; lock_stop_release_duration; duration_floor_stop_release"
